Hugo Symbol	Entrez Gene ID	GRCh37 Isoform	GRCh37 RefSeq	GRCh38 Isoform	GRCh38 RefSeq	Gene Type	# of occurrence within resources (Column J-P)	OncoKB Annotated	MSK-IMPACT	MSK-HEME	FOUNDATION ONE	FOUNDATION ONE HEME	Vogelstein	COSMIC CGC (v99)	Gene Aliases
DNAJB1	3337	ENST00000254322	NM_006145.1	ENST00000254322	NM_006145.1	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	No	No	No	Yes	HSPF1, Hsp40, RSPH16B, Sis1
DNMT1	1786	ENST00000340748	NM_001379.2	ENST00000340748	NM_001379.2	ONCOGENE	4	Yes	Yes	Yes	No	No	Yes	No	CXXC9, DNMT, MCMT
DROSHA	29102	ENST00000344624	NM_013235.4	ENST00000344624	NM_013235.4	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	No	No	No	Yes	Etohi2, HSA242976, RN3, RNASE3L, RNASEN
EPAS1	2034	ENST00000263734	NM_001430.4	ENST00000263734	NM_001430.4	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	No	No	No	Yes	HIF2A, MOP2, PASD2, bHLHe73
EPHA5	2044	ENST00000273854	NM_004439.5	ENST00000273854	NM_004439.5	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	No	Yes	No	No	CEK7, Hek7
EPHA7	2045	ENST00000369303	NM_004440.3	ENST00000369303	NM_004440.3	ONCOGENE_AND_TSG	4	Yes	Yes	Yes	No	Yes	No	No	Hek11
ERCC2	2068	ENST00000391945	NM_000400.3	ENST00000391945	NM_000400.3	TSG	4	Yes	Yes	Yes	No	No	No	Yes	EM9, MGC102762, MGC126218, MGC126219, XPD
ERCC3	2071	ENST00000285398	NM_000122.1	ENST00000285398	NM_000122.1	TSG	4	Yes	Yes	Yes	No	No	No	Yes	RAD25, XPB
ERCC5	2073	ENST00000355739	NM_000123.3	ENST00000652225	NM_000123.4	TSG	4	Yes	Yes	Yes	No	No	No	Yes	ERCM2, XPGC
ERRFI1	54206	ENST00000377482	NM_018948.3	ENST00000377482	NM_018948.3	TSG	4	Yes	Yes	Yes	Yes	No	No	No	GENE-33, MIG-6, RALT
ETV4	2118	ENST00000319349	NM_001079675.2	ENST00000319349	NM_001079675.2	ONCOGENE	4	Yes	No	No	Yes	Yes	No	Yes	E1A-F, E1AF, PEA3
ETV5	2119	ENST00000306376	NM_004454.2	ENST00000306376	NM_004454.2	ONCOGENE	4	Yes	No	No	Yes	Yes	No	Yes	ERM
EWSR1	2130	ENST00000397938	NM_005243.3	ENST00000397938	NM_005243.3	ONCOGENE	4	Yes	No	No	Yes	Yes	No	Yes	EWS
FANCD2	2177	ENST00000383807	NM_001018115.1	ENST00000675286	NM_001018115.1	TSG	4	Yes	No	Yes	No	Yes	No	Yes	FA-D2, FACD, FANCD
FANCG	2189	ENST00000378643	NM_004629	ENST00000378643	NM_004629	TSG	4	Yes	No	No	Yes	Yes	No	Yes	FAG, XRCC9
FAT1	2195	ENST00000441802	NM_005245.3	ENST00000441802	NM_005245.3	TSG	4	Yes	Yes	Yes	No	No	No	Yes	CDHF7, CDHR8, FAT
FBXO11	80204	ENST00000403359	NM_001190274.1	ENST00000403359	NM_001190274.1	TSG	4	Yes	No	Yes	No	Yes	No	Yes	FBX11, UBR6
FOXA1	3169	ENST00000250448	NM_004496.3	ENST00000250448	NM_004496.3	ONCOGENE_AND_TSG	4	Yes	Yes	Yes	No	No	No	Yes	HNF3A
GLI1	2735	ENST00000228682	NM_005269.2	ENST00000228682	NM_005269.2	ONCOGENE	4	Yes	Yes	Yes	No	Yes	No	No	GLI
GNA13	10672	ENST00000439174	NM_006572.5	ENST00000439174	NM_006572.5	ONCOGENE_AND_TSG	4	Yes	No	Yes	Yes	Yes	No	No	G13, MGC46138
H1-2	3006	ENST00000343677	NM_005319.3	ENST00000343677	NM_005319.3	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	No	Yes	No	No	H1.2, H1F2, H1c, H1s-1, HIST1H1C
H3-3B	3021	ENST00000254810	NM_005324.3	ENST00000254810	NM_005324.3	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	No	No	No	Yes	H3.3B, H3F3B
HDAC1	3065	ENST00000373548	NM_004964.2	ENST00000373548	NM_004964.2	ONCOGENE	4	Yes	No	Yes	Yes	Yes	No	No	GON-10, HD1, KDAC1, RPD3L1
HLA-A	3105	ENST00000376809	NM_001242758.1	ENST00000376809	NM_001242758.1	TSG	4	Yes	Yes	Yes	No	No	No	Yes	
IKZF3	22806	ENST00000346872	NM_012481.4	ENST00000346872	NM_012481.4	ONCOGENE_AND_TSG	4	Yes	No	Yes	No	Yes	No	Yes	Aiolos, ZNFN1A3
INHBA	3624	ENST00000242208	NM_002192.2	ENST00000242208	NM_002192.2	ONCOGENE_AND_TSG	4	Yes	Yes	Yes	No	Yes	No	No	
LATS1	9113	ENST00000253339	NM_004690.3	ENST00000253339	NM_004690.3	TSG	4	Yes	Yes	Yes	No	No	No	Yes	WARTS
LATS2	26524	ENST00000382592	NM_014572.2	ENST00000382592	NM_014572.2	TSG	4	Yes	Yes	Yes	No	No	No	Yes	
LYN	4067	ENST00000519728	NM_002350.3	ENST00000519728	NM_002350.3	ONCOGENE	4	Yes	Yes	Yes	Yes	No	No	No	JTK8
MAF	4094	ENST00000393350	NM_001031804.2	ENST00000393350	NM_001031804.2	INSUFFICIENT_EVIDENCE	4	Yes	No	No	Yes	Yes	No	Yes	c-MAF
MAP3K14	9020	ENST00000344686	NM_003954.3	ENST00000344686	NM_003954.3	ONCOGENE	4	Yes	Yes	Yes	No	Yes	No	No	FTDCR1B, HS, HSNIK
MAX	4149	ENST00000358664	NM_002382.4	ENST00000358664	NM_002382.4	TSG	4	Yes	Yes	Yes	No	No	No	Yes	bHLHd4, bHLHd5, bHLHd6, bHLHd7, bHLHd8
MLLT1	4298	ENST00000252674	NM_005934.3	ENST00000252674	NM_005934.3	INSUFFICIENT_EVIDENCE	4	Yes	Yes	No	No	Yes	No	Yes	ENL, LTG19, YEATS1
MST1R	4486	ENST00000296474	NM_002447.2	ENST00000296474	NM_002447.2	ONCOGENE	4	Yes	Yes	Yes	Yes	No	No	No	CD136, CDw136, PTK8, RON, SEA
MYB	4602	ENST00000367814	NM_005375	ENST00000367814	NM_005375	ONCOGENE	4	Yes	No	No	Yes	Yes	No	Yes	c-myb
MYOD1	4654	ENST00000250003	NM_002478.4	ENST00000250003	NM_002478.4	TSG	4	Yes	Yes	Yes	No	No	No	Yes	MYF3, MYOD, bHLHc1
NCOR2	9612	ENST00000405201	NM_006312.6	ENST00000405201	NM_006312.6	INSUFFICIENT_EVIDENCE	4	Yes	No	Yes	No	Yes	No	Yes	CTG26, SMRT, SMRTE, TNRC14, TRAC-1
NOTCH3	4854	ENST00000263388	NM_000435.2	ENST00000263388	NM_000435.2	ONCOGENE_AND_TSG	4	Yes	Yes	Yes	Yes	No	No	No	CADASIL, CASIL
NUP93	9688	ENST00000308159	NM_014669.4	ENST00000308159	NM_014669.4	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	No	Yes	No	No	KIAA0095
PARP1	142	ENST00000366794	NM_001618.3	ENST00000366794	NM_001618.3	TSG	4	Yes	Yes	Yes	Yes	No	No	No	ADPRT, ARTD1, PARP, PPOL
PHOX2B	8929	ENST00000226382	NM_003924.3	ENST00000226382	NM_003924.3	TSG	4	Yes	Yes	Yes	No	No	No	Yes	NBPhox, PMX2B
PIK3C2G	5288	ENST00000266497	NM_004570.4	ENST00000433979	NM_004570.4	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	Yes	No	No	No	
PIK3CG	5294	ENST00000359195	NM_002649.2	ENST00000359195	NM_002649.2	ONCOGENE	4	Yes	Yes	Yes	No	Yes	No	No	
PIK3R2	5296	ENST00000222254	NM_005027.3	ENST00000222254	NM_005027.3	TSG	4	Yes	Yes	Yes	No	Yes	No	No	P85B
PLCG2	5336	ENST00000359376	NM_002661.3	ENST00000564138	NM_002661.3	ONCOGENE	4	Yes	Yes	Yes	No	Yes	No	No	
PPM1D	8493	ENST00000305921	NM_003620.3	ENST00000305921	NM_003620.3	ONCOGENE	4	Yes	Yes	Yes	No	No	No	Yes	PP2C-DELTA, Wip1
PPP6C	5537	ENST00000373547	NM_002721.4	ENST00000373547	NM_002721.4	TSG	4	Yes	Yes	Yes	No	No	No	Yes	PP6
PREX2	80243	ENST00000288368	NM_024870.2	ENST00000288368	NM_024870.2	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	No	No	No	Yes	DEP.2, DEPDC2, FLJ12987, P-REX2, PPP1R129
PRKCI	5584	ENST00000295797	NM_002740.5	ENST00000295797	NM_002740.5	ONCOGENE	4	Yes	Yes	Yes	Yes	No	No	No	DXS1179E, PKCI
PRKN	5071	ENST00000366898	NM_004562.2	ENST00000366898	NM_004562.2	TSG	4	Yes	Yes	Yes	Yes	No	No	No	AR-JP, PARK2, PDJ, parkin
PTPRT	11122	ENST00000373198	NM_133170.3	ENST00000373198	NM_133170.3	TSG	4	Yes	Yes	Yes	No	No	No	Yes	KIAA0283, RPTPrho
RAD51C	5889	ENST00000337432	NM_058216.2	ENST00000337432	NM_058216.2	TSG	4	Yes	Yes	Yes	Yes	No	No	No	FANCO, RAD51L2
RAD51D	5892	ENST00000345365	NM_002878.3	ENST00000345365	NM_002878.3	TSG	4	Yes	Yes	Yes	Yes	No	No	No	HsTRAD, R51H3, RAD51L3, Trad
RAD52	5893	ENST00000358495	NM_134424.2	ENST00000358495	NM_134424.2	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	Yes	No	No	No	
RAD54L	8438	ENST00000371975	NM_001142548.1	ENST00000371975	NM_001142548.1	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	Yes	No	No	No	RAD54A, hHR54, hRAD54
RECQL4	9401	ENST00000428558	NM_004260.3	ENST00000617875	NM_004260.4	TSG	4	Yes	Yes	Yes	No	No	No	Yes	RecQ4
RRAS2	22800	ENST00000256196	NM_012250.5	ENST00000256196	NM_012250.5	ONCOGENE	4	Yes	Yes	Yes	No	No	No	Yes	TC21
RUNX1T1	862	ENST00000523629		ENST00000523629		ONCOGENE	4	Yes	No	Yes	No	Yes	No	Yes	AML1T1, CBFA2T1, ETO, MTG8, ZMYND2
SDHAF2	54949	ENST00000301761	NM_017841.2	ENST00000301761	NM_017841.2	TSG	4	Yes	Yes	Yes	No	No	No	Yes	C11orf79, FLJ20487, PGL2, SDH5
SGK1	6446	ENST00000237305	NM_005627.3	ENST00000237305	NM_005627.3	ONCOGENE	4	Yes	No	Yes	Yes	Yes	No	No	SGK
SH2B3	10019	ENST00000341259	NM_005475.2	ENST00000341259	NM_005475.2	TSG	4	Yes	Yes	Yes	No	No	No	Yes	IDDM20, LNK
SMAD3	4088	ENST00000327367	NM_005902.3	ENST00000327367	NM_005902.3	TSG	4	Yes	Yes	Yes	No	No	No	Yes	HsT17436, JV15-2, MADH3
STAT5A	6776	ENST00000345506	NM_003152.3	ENST00000345506	NM_003152.3	ONCOGENE	4	Yes	Yes	Yes	No	Yes	No	No	STAT5
STAT6	6778	ENST00000300134	NM_001178078.1	ENST00000300134	NM_001178078.1	ONCOGENE	4	Yes	No	Yes	No	Yes	No	Yes	D12S1644, IL-4-STAT
TBL1XR1	79718	ENST00000430069	NM_024665.4	ENST00000430069	NM_024665.4	ONCOGENE	4	Yes	No	Yes	No	Yes	No	Yes	C21, DC42, FLJ12894, IRA1, TBLR1
TCF7L2	6934	ENST00000543371	NM_001146274.1	ENST00000627217	NM_001146274.1	TSG	4	Yes	Yes	Yes	No	No	No	Yes	TCF-4
TEK	7010	ENST00000380036	NM_000459.3	ENST00000380036	NM_000459.3	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	Yes	No	No	No	CD202b, TIE-2, TIE2, VMCM, VMCM1
TMEM127	55654	ENST00000258439	NM_017849.3	ENST00000258439	NM_017849.4	TSG	4	Yes	Yes	Yes	No	No	No	Yes	FLJ20507, FLJ22257
TRAF2	7186	ENST00000247668	NM_021138.3	ENST00000247668	NM_021138.3	INSUFFICIENT_EVIDENCE	4	Yes	Yes	Yes	No	Yes	No	No	RNF117, TRAP3
VEGFA	7422	ENST00000523873	NM_001171623.1	ENST00000523873	NM_001171623.1	ONCOGENE	4	Yes	Yes	Yes	Yes	No	No	No	VEGF, VEGF-A, VPF
WWTR1	25937	ENST00000360632	NM_001168280.1	ENST00000360632	NM_001168280.1	ONCOGENE	4	Yes	Yes	Yes	No	No	No	Yes	DKFZp586I1419
XRCC2	7516	ENST00000359321	NM_005431.1	ENST00000359321	NM_005431.1	TSG	4	Yes	Yes	Yes	Yes	No	No	No	FANCU
ZFHX3	463	ENST00000268489	NM_006885.3	ENST00000268489	NM_006885.3	TSG	4	Yes	Yes	Yes	No	No	No	Yes	ATBF1, C16orf47, FLJ26184, ZNF927
ABL2	27	ENST00000502732	NM_007314.3	ENST00000502732	NM_007314.3	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	ABLL
ABRAXAS1	84142	ENST00000321945	NM_139076.2	ENST00000321945	NM_139076.2	TSG	3	Yes	Yes	Yes	No	No	No	No	ABRA1, ABRAXAS, CCDC98, FAM175A, FLJ13614
AFDN	4301	ENST00000351017		ENST00000683244	NM_001386888.1	TSG	3	Yes	No	No	No	Yes	No	Yes	AF-6, AF6, MLLT4
AFF4	27125	ENST00000265343	NM_014423	ENST00000265343	NM_014423	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	AF5Q31, MCEF
AGO2	27161	ENST00000220592	NM_012154.3	ENST00000220592	NM_012154.3	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	CASC7, EIF2C2, LINC00980, Q10, hAGO2
ANKRD11	29123	ENST00000301030	NM_013275.5	ENST00000301030	NM_013275.5	TSG	3	Yes	Yes	Yes	No	No	No	No	LZ16, T13
ARHGAP26	23092	ENST00000274498	NM_015071	ENST00000274498	NM_015071	ONCOGENE_AND_TSG	3	Yes	No	No	No	Yes	No	Yes	GRAF, KIAA0621, OPHN1L, OPHN1L1
ARHGAP35	2909	ENST00000404338	NM_004491.4	ENST00000672722	NM_004491.5	ONCOGENE_AND_TSG	3	Yes	Yes	No	No	No	No	Yes	GRF-1, GRLF1, KIAA1722, P190A, p190ARhoGAP, p190RhoGAP
ARHGEF12	23365	ENST00000397843	NM_015313	ENST00000397843	NM_015313	ONCOGENE_AND_TSG	3	Yes	No	No	No	Yes	No	Yes	KIAA0382, LARG
ARID5B	84159	ENST00000279873	NM_032199.2	ENST00000279873	NM_032199.2	TSG	3	Yes	Yes	Yes	No	No	No	No	FLJ21150, MRF2
ASXL2	55252	ENST00000435504	NM_018263.4	ENST00000435504	NM_018263.4	TSG	3	Yes	Yes	Yes	No	No	No	No	ASXH2, FLJ10898, KIAA1685
ATF1	466	ENST00000262053	NM_005171.4	ENST00000262053	NM_005171.4	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	TREB36
ATIC	471	ENST00000236959	NM_004044	ENST00000236959	NM_004044	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	AICARFT, IMPCHASE, PURH
BABAM1	29086	ENST00000359435	NM_001033549.1	ENST00000359435	NM_001033549.1	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	C19orf62, FLJ20571, HSPC142, MERIT40, NBA1
BBC3	27113	ENST00000449228	NM_001127240.2	ENST00000449228	NM_001127240.2	TSG	3	Yes	Yes	Yes	No	No	No	No	JFY1, PUMA
BCL2L11	10018	ENST00000393256	NM_138621.4	ENST00000393256	NM_138621.4	TSG	3	Yes	Yes	Yes	No	No	No	No	BIM, BOD, BimEL, BimL, BimS
BCL2L2	599	ENST00000250405	NM_004050	ENST00000250405	NM_004050	ONCOGENE	3	Yes	No	No	Yes	Yes	No	No	BCL-W, KIAA0271, PPP1R51
BCL3	602	ENST00000164227	NM_005178	ENST00000164227	NM_005178	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	BCL4, D19S37
BCL7A	605	ENST00000261822	NM_001024808	ENST00000261822	NM_001024808	TSG	3	Yes	No	No	No	Yes	No	Yes	BCL7
BCL9	607	ENST00000234739	NM_004326.3	ENST00000234739	NM_004326.3	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	
BTG2	7832	ENST00000290551	NM_006763	ENST00000290551	NM_006763	TSG	3	Yes	No	No	Yes	Yes	No	No	APRO1, MGC126063, MGC126064, TIS21
CAMTA1	23261	ENST00000303635	NM_015215.2	ENST00000303635	NM_015215.4	TSG	3	Yes	No	No	No	Yes	No	Yes	KIAA0833
CARM1	10498	ENST00000327064	NM_199141.1	ENST00000327064	NM_199141.1	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	PRMT4
CBFA2T3	863	ENST00000268679	NM_005187	ENST00000268679	NM_005187	TSG	3	Yes	No	No	No	Yes	No	Yes	ETO2, MTG16, MTGR2, RUNX1T3, ZMYND4
CCNQ	92002	ENST00000406277	NM_152274.4			TSG	3	Yes	Yes	Yes	No	No	No	No	CycM, FAM58A
CD22	933	ENST00000085219	NM_001771	ENST00000085219	NM_001771	NEITHER	3	Yes	No	No	Yes	Yes	No	No	SIGLEC-2, SIGLEC2
CD276	80381	ENST00000318443	NM_001024736.1	ENST00000318443	NM_001024736.1	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	B7-H3, B7H3, B7RP-2
CD58	965	ENST00000369489	NM_001779.2	ENST00000369489	NM_001779.2	TSG	3	Yes	No	Yes	No	Yes	No	No	LFA3
CD70	970	ENST00000245903	NM_001252	ENST00000245903	NM_001252	ONCOGENE	3	Yes	No	No	Yes	Yes	No	No	CD27L, CD27LG, TNFSF7
CD74	972	ENST00000009530	NM_001025159	ENST00000009530	NM_001025159	ONCOGENE	3	Yes	No	No	Yes	No	No	Yes	DHLAG
CDC42	998	ENST00000344548	NM_001791.3	ENST00000344548	NM_001791.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	CDC42Hs, G25K
CENPA	1058	ENST00000335756	NM_001809.3	ENST00000335756	NM_001809.3	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	CENP-A, CenH3
CEP43	11116	ENST00000366847	NM_007045.3	ENST00000366847	NM_007045.4	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	FGFR1OP, FOP
CLTCL1	8218	ENST00000427926	NM_007098	ENST00000427926	NM_007098	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	CHC22, CLH22, CLTCL, CLTD
CNTRL	11064	ENST00000238341	NM_007018	ENST00000373855	NM_007018.6	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	CEP1, CEP110
COL1A1	1277	ENST00000225964	NM_000088	ENST00000225964	NM_000088	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	
COP1	64326	ENST00000367669	NM_022457.5	ENST00000367669	NM_022457.5	ONCOGENE_AND_TSG	3	Yes	Yes	Yes	No	No	No	No	CFAP78, FAP78, FLJ10416, RFWD2, RNF200
CREB3L2	64764	ENST00000330387	NM_194071.3	ENST00000330387	NM_194071.4	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	BBF2H7, TCAG_1951439
CSDE1	7812	ENST00000438362	NM_001242891.1	ENST00000438362	NM_001242891.1	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	D1S155E
CTLA4	1493	ENST00000302823	NM_005214.4	ENST00000648405	NM_005214.4	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	CD152, CELIAC3, CTLA-4, GSE, IDDM12
CTNNA1	1495	ENST00000302763	NM_001903	ENST00000302763	NM_001903	TSG	3	Yes	No	No	Yes	Yes	No	No	CAP102
CYSLTR2	57105	ENST00000282018	NM_020377.2	ENST00000282018	NM_020377.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	CYSLT2R, CysLT(2)
DCUN1D1	54165	ENST00000292782	NM_020640.2	ENST00000292782	NM_020640.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	DCUN1L1, RP42, SCCRO, SCRO, Tes3
DDIT3	1649	ENST00000346473	NM_001195057.1	ENST00000346473	NM_001195057.1	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	CHOP, CHOP10, GADD153
DEK	7913	ENST00000397239	NM_003472.3	ENST00000652689	NM_003472.4	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	D6S231E
DNM2	1785	ENST00000355667	NM_001005360	ENST00000355667	NM_001005360	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	CMT2M, CMTDI1, CMTDIB, DI-CMTB, DYN2, DYNII
DNMT3B	1789	ENST00000328111	NM_006892.3	ENST00000328111	NM_006892.3	TSG	3	Yes	Yes	Yes	No	No	No	No	
DTX1	1840	ENST00000257600	NM_004416.2	ENST00000257600	NM_004416.2	TSG	3	Yes	No	Yes	No	Yes	No	No	RNF140, hDx-1
DUSP22	56940	ENST00000344450	NM_020185.4	ENST00000344450	NM_020185.4	TSG	3	Yes	No	Yes	No	Yes	No	No	JKAP, JSP1, MKPX, VHX
DUSP4	1846	ENST00000240100	NM_001394.6	ENST00000240100	NM_001394.6	TSG	3	Yes	Yes	Yes	No	No	No	No	HVH2, MKP-2, TYP
E2F3	1871	ENST00000346618	NM_001949.4	ENST00000346618	NM_001949.4	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	
EBF1	1879	ENST00000313708	NM_024007	ENST00000313708	NM_024007	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	COE1, EBF, OLF1
EGFL7	51162	ENST00000308874	NM_201446.2	ENST00000308874	NM_201446.2	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	ZNEU1
EIF1AX	1964	ENST00000379607	NM_001412.3	ENST00000379607	NM_001412.3	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	EIF1A, EIF4C, eIF-1A, eIF-4C
EIF4E	1977	ENST00000280892	NM_001130678.1	ENST00000280892	NM_001130678.1	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	EIF4E1, EIF4EL1, EIF4F
ELF3	1999	ENST00000359651	NM_004433.4	ENST00000359651	NM_004433.4	ONCOGENE_AND_TSG	3	Yes	Yes	Yes	No	No	No	No	EPR-1, ERT, ESE-1, ESX
ELF4	2000	ENST00000308167	NM_001127197	ENST00000308167	NM_001127197	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	ELFR
ELL	8178	ENST00000262809	NM_006532	ENST00000262809	NM_006532	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	C19orf17, ELL1, Men, PPP1R68
ELOC	6921	ENST00000284811	NM_005648.3	ENST00000284811	NM_005648.3	INSUFFICIENT_EVIDENCE	3	Yes	Yes	Yes	No	No	No	No	TCEB1
EML4	27436	ENST00000318522	NM_019063.3	ENST00000318522	NM_019063.5	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	C2orf2, ELP120, ROPP120
EMSY	56946	ENST00000334736	NM_020193	ENST00000334736	NM_020193	ONCOGENE	3	Yes	No	No	Yes	Yes	No	No	C11orf30
EPCAM	4072	ENST00000263735	NM_002354.2	ENST00000263735	NM_002354.2	TSG	3	Yes	Yes	Yes	No	No	No	No	17-1A, 323/A3, CD326, CO-17A, EGP-2, EGP34, EGP40, Ep-CAM, GA733-2, HEA125, KS1/4, KSA, Ly74, M4S1, MH99, MIC18, MK-1, MOC31, TACST-1, TACSTD1, TROP1
ERF	2077	ENST00000222329	NM_006494.2	ENST00000222329	NM_006494.2	TSG	3	Yes	Yes	Yes	No	No	No	No	PE-2, PE2
ETNK1	55500	ENST00000266517	NM_018638.4	ENST00000671733	NM_018638.4	INSUFFICIENT_EVIDENCE	3	Yes	No	Yes	No	No	No	Yes	EKI, EKI1
EZH1	2145	ENST00000428826	NM_001991.3	ENST00000428826	NM_001991.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	KIAA0388, KMT6B
FANCE	2178	ENST00000229769	NM_021922	ENST00000229769	NM_021922	TSG	3	Yes	No	No	No	Yes	No	Yes	FACE, FAE
FANCF	2188	ENST00000327470	NM_022725	ENST00000327470	NM_022725	TSG	3	Yes	No	No	No	Yes	No	Yes	
FANCL	55120	ENST00000233741	NM_018062.3	ENST00000233741	NM_018062.3	TSG	3	Yes	No	No	Yes	Yes	No	No	FAAP43, FLJ10335, PHF9, Pog
FEV	54738	ENST00000295727	NM_017521.2	ENST00000295727	NM_017521.2	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	Pet-1
FGF10	2255	ENST00000264664	NM_004465	ENST00000264664	NM_004465	ONCOGENE	3	Yes	No	No	Yes	Yes	No	No	
FGF14	2259	ENST00000376143	NM_004115	ENST00000376143	NM_004115	TSG	3	Yes	No	No	Yes	Yes	No	No	FHF4, SCA27
FGF23	8074	ENST00000237837	NM_020638	ENST00000237837	NM_020638	ONCOGENE	3	Yes	No	No	Yes	Yes	No	No	
FGF6	2251	ENST00000228837	NM_020996	ENST00000228837	NM_020996	ONCOGENE	3	Yes	No	No	Yes	Yes	No	No	
FHIT	2272	ENST00000492590		ENST00000492590		TSG	3	Yes	No	No	No	Yes	No	Yes	FRA3B
FLI1	2313	ENST00000527786	NM_002017.4	ENST00000527786	NM_002017.4	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	SIC-1
FOXO3	2309	ENST00000343882	NM_001455	ENST00000343882	NM_001455	INSUFFICIENT_EVIDENCE	3	Yes	No	No	No	Yes	No	Yes	AF6q21, FKHRL1, FOXO2, FOXO3A
FUS	2521	ENST00000254108	NM_004960	ENST00000254108	NM_004960	ONCOGENE	3	Yes	No	No	No	Yes	No	Yes	ALS6, HNRNPP2, TLS, hnRNP-P2
FYN	2534	ENST00000368678	NM_153047.3	ENST00000368678	NM_153047.3	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	MGC45350
GNA12	2768	ENST00000275364	NM_007353.2	ENST00000275364	NM_007353.2	ONCOGENE	3	Yes	No	Yes	No	Yes	No	No	gep
GNB1	2782	ENST00000378609	NM_001282539.1	ENST00000378609	NM_001282539.1	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	
GPS2	2874	ENST00000380728	NM_004489.4	ENST00000380728	NM_004489.4	TSG	3	Yes	Yes	Yes	No	No	No	No	
GREM1	26585	ENST00000300177	NM_013372.6	ENST00000300177	NM_013372.6	ONCOGENE	3	Yes	Yes	Yes	No	No	No	No	CKTSF1B1, CRAC1, DAND2, DRM, HMPS, gremlin
H1-3	3007	ENST00000244534	NM_005320.2	ENST00000244534	NM_005320.2	TSG	3	Yes	No	Yes	No	Yes	No	No	H1.3, H1F3, H1d, H1s-2, HIST1H1D
H1-4	3008	ENST00000304218	NM_005321.2	ENST00000304218	NM_005321.2	ONCOGENE	3	Yes	No	Yes	No	Yes	No	No	H1.4, H1F4, H1e, H1s-4, HIST1H1E
H2AC11	8969	ENST00000359193	NM_021064.4	ENST00000359193	NM_021064.5	INSUFFICIENT_EVIDENCE	3	Yes	No	Yes	No	Yes	No	No	H2A.1b, H2A/p, H2AFP, HIST1H2AG
H2AC16	8332	ENST00000357320	NM_003511	ENST00000613174	NM_003511.3	INSUFFICIENT_EVIDENCE	3	Yes	No	Yes	No	Yes	No	No	H2A/i, H2AFI, HIST1H2AL, dJ193B12.9
H2AC17	8336	ENST00000359611	NM_003514	ENST00000359611	NM_003514	ONCOGENE	3	Yes	No	Yes	No	Yes	No	No	H2A.1, H2A/n, H2AFN, HIST1H2AM
